OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYTYPE,COUNTYFIPS,STCOFIPS,TRACT,TRACTFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,AVLN_EVNTS,AVLN_AFREQ,AVLN_EXP_AREA,AVLN_EXPB,AVLN_EXPP,AVLN_EXPPE,AVLN_EXPT,AVLN_HLRB,AVLN_HLRP,AVLN_HLRR,AVLN_EALB,AVLN_EALP,AVLN_EALPE,AVLN_EALT,AVLN_EALS,AVLN_EALR,AVLN_ALRB,AVLN_ALRP,AVLN_ALR_NPCTL,AVLN_RISKV,AVLN_RISKS,AVLN_RISKR,CFLD_EVNTS,CFLD_AFREQ,CFLD_EXP_AREA,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_HLRB,CFLD_HLRP,CFLD_HLRR,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CFLD_ALRB,CFLD_ALRP,CFLD_ALR_NPCTL,CFLD_RISKV,CFLD_RISKS,CFLD_RISKR,CWAV_EVNTS,CWAV_AFREQ,CWAV_EXP_AREA,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_HLRB,CWAV_HLRP,CWAV_HLRA,CWAV_HLRR,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,CWAV_ALRB,CWAV_ALRP,CWAV_ALRA,CWAV_ALR_NPCTL,CWAV_RISKV,CWAV_RISKS,CWAV_RISKR,DRGT_EVNTS,DRGT_AFREQ,DRGT_EXP_AREA,DRGT_EXPA,DRGT_EXPT,DRGT_HLRA,DRGT_HLRR,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,DRGT_ALRA,DRGT_ALR_NPCTL,DRGT_RISKV,DRGT_RISKS,DRGT_RISKR,ERQK_EVNTS,ERQK_AFREQ,ERQK_EXP_AREA,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_HLRB,ERQK_HLRP,ERQK_HLRR,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,ERQK_ALRB,ERQK_ALRP,ERQK_ALR_NPCTL,ERQK_RISKV,ERQK_RISKS,ERQK_RISKR,HAIL_EVNTS,HAIL_AFREQ,HAIL_EXP_AREA,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_HLRB,HAIL_HLRP,HAIL_HLRA,HAIL_HLRR,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HAIL_ALRB,HAIL_ALRP,HAIL_ALRA,HAIL_ALR_NPCTL,HAIL_RISKV,HAIL_RISKS,HAIL_RISKR,HWAV_EVNTS,HWAV_AFREQ,HWAV_EXP_AREA,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_HLRB,HWAV_HLRP,HWAV_HLRA,HWAV_HLRR,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HWAV_ALRB,HWAV_ALRP,HWAV_ALRA,HWAV_ALR_NPCTL,HWAV_RISKV,HWAV_RISKS,HWAV_RISKR,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXP_AREA,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,HRCN_RISKV,HRCN_RISKS,HRCN_RISKR,ISTM_EVNTS,ISTM_AFREQ,ISTM_EXP_AREA,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_HLRB,ISTM_HLRP,ISTM_HLRR,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,ISTM_ALRB,ISTM_ALRP,ISTM_ALR_NPCTL,ISTM_RISKV,ISTM_RISKS,ISTM_RISKR,LNDS_EVNTS,LNDS_AFREQ,LNDS_EXP_AREA,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_HLRB,LNDS_HLRP,LNDS_HLRR,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LNDS_ALRB,LNDS_ALRP,LNDS_ALR_NPCTL,LNDS_RISKV,LNDS_RISKS,LNDS_RISKR,LTNG_EVNTS,LTNG_AFREQ,LTNG_EXP_AREA,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_HLRB,LTNG_HLRP,LTNG_HLRR,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,LTNG_ALRB,LTNG_ALRP,LTNG_ALR_NPCTL,LTNG_RISKV,LTNG_RISKS,LTNG_RISKR,RFLD_EVNTS,RFLD_AFREQ,RFLD_EXP_AREA,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_HLRB,RFLD_HLRP,RFLD_HLRA,RFLD_HLRR,RFLD_EALB,RFLD_EALP,RFLD_EALPE,RFLD_EALA,RFLD_EALT,RFLD_EALS,RFLD_EALR,RFLD_ALRB,RFLD_ALRP,RFLD_ALRA,RFLD_ALR_NPCTL,RFLD_RISKV,RFLD_RISKS,RFLD_RISKR,SWND_EVNTS,SWND_AFREQ,SWND_EXP_AREA,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_HLRB,SWND_HLRP,SWND_HLRA,SWND_HLRR,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,SWND_ALRB,SWND_ALRP,SWND_ALRA,SWND_ALR_NPCTL,SWND_RISKV,SWND_RISKS,SWND_RISKR,TRND_EVNTS,TRND_AFREQ,TRND_EXP_AREA,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_HLRB,TRND_HLRP,TRND_HLRA,TRND_HLRR,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TRND_ALRB,TRND_ALRP,TRND_ALRA,TRND_ALR_NPCTL,TRND_RISKV,TRND_RISKS,TRND_RISKR,TSUN_EVNTS,TSUN_AFREQ,TSUN_EXP_AREA,TSUN_EXPB,TSUN_EXPP,TSUN_EXPPE,TSUN_EXPT,TSUN_HLRB,TSUN_HLRP,TSUN_HLRR,TSUN_EALB,TSUN_EALP,TSUN_EALPE,TSUN_EALT,TSUN_EALS,TSUN_EALR,TSUN_ALRB,TSUN_ALRP,TSUN_ALR_NPCTL,TSUN_RISKV,TSUN_RISKS,TSUN_RISKR,VLCN_EVNTS,VLCN_AFREQ,VLCN_EXP_AREA,VLCN_EXPB,VLCN_EXPP,VLCN_EXPPE,VLCN_EXPT,VLCN_HLRB,VLCN_HLRP,VLCN_HLRR,VLCN_EALB,VLCN_EALP,VLCN_EALPE,VLCN_EALT,VLCN_EALS,VLCN_EALR,VLCN_ALRB,VLCN_ALRP,VLCN_ALR_NPCTL,VLCN_RISKV,VLCN_RISKS,VLCN_RISKR,WFIR_EVNTS,WFIR_AFREQ,WFIR_EXP_AREA,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_HLRB,WFIR_HLRP,WFIR_HLRA,WFIR_HLRR,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_ALRB,WFIR_ALRP,WFIR_ALRA,WFIR_ALR_NPCTL,WFIR_RISKV,WFIR_RISKS,WFIR_RISKR,WNTW_EVNTS,WNTW_AFREQ,WNTW_EXP_AREA,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_HLRB,WNTW_HLRP,WNTW_HLRA,WNTW_HLRR,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL,WNTW_RISKV,WNTW_RISKS,WNTW_RISKR,NRI_VER
68169,T46003973600,South Dakota,SD,46,Aurora,County,3,46003,973600,46003973600,2747,2013717579,158513996,719.9806544,2410523.77,90.33320649,Relatively High,80.5785124,91.39676351,Relatively High,78.92561983,2231817.326,1438370.629,0.044235179,513128.071,280318.6265,0.000714286,1.61031E-05,0.001768416,69.34964887,68.20506112,44.45999908,Relatively Moderate,0.520661157,57.34000015,Relatively Moderate,0.347107438,2.670804977,1.080072165,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,17,1.052631579,719.9806544,2013717579,2747,31865200000,158513996,34037431575,2.43155E-07,4.27341E-06,0.001133111,Relatively Moderate,515.4163139,0.0123569,143340.0377,189067.3306,332922.7846,99.71698335,Very High,2.55953E-07,4.49833E-06,0.001192748,97.26495526,359580.6325,99.70627408,Very High,350,15.90909091,719.9806544,61995572.53,61995572.53,1.21E-05,Very Low,11934.14799,11934.14799,92.85806656,Relatively Low,7.52877E-05,74.67111837,12889.74105,92.64139276,Relatively Low,,0.000379484,719.9806544,2013705000,2747,31865200000,33878905000,0.017082239,0.000117834,Relatively Low,13053.7,0.000122835,1424.880739,14478.58074,54.67740799,Relatively Low,6.48239E-06,4.47159E-08,31.52406229,15637.91204,54.44750987,Relatively Low,171,5.015906367,719.9806544,2013717579,2747,31865200000,158513996,34037431575,9.10662E-06,3.84596E-08,8.17608E-05,Relatively High,91853.32504,0.000524842,6088.16792,64991.76907,162933.262,96.08045991,Relatively High,4.56138E-05,1.9106E-07,0.000410007,84.62750262,175979.681,95.96394425,Relatively High,12,0.743034056,719.9806544,2013717579,2747,31865200000,158513996,34037431575,1.51126E-06,1.49205E-07,5.522E-05,Relatively Moderate,2261.240785,0.000304544,3532.716001,6503.88023,12297.83702,58.3437067,Relatively Moderate,1.12292E-06,1.10864E-07,4.10303E-05,71.02426193,13282.55144,57.02563859,Relatively Moderate,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,32,0.46215831,719.9806544,2013717579,2747,31865200000,33878917579,0.000177504,2.00076E-06,Very High,165982.6343,0.00278841,32345.55417,198328.1885,99.5139358,Very High,8.2426E-05,1.01507E-06,96.76201944,214208.7558,99.39792652,Very High,0,0.01,0.001404,300792.6276,0.228888,2655100.8,2955893.428,0.005,0.0005,Relatively High,15.03963138,1.14444E-06,13.275504,28.31513538,41.57209357,Very Low,7.46859E-09,4.16614E-10,41.06770373,30.58238956,41.71006375,Very Low,637,28.92192738,719.9806544,2013717579,2747,31865200000,33878917579,6.31786E-09,7.89771E-09,Relatively Moderate,374.7283289,0.000662122,7680.612203,8055.340532,60.70003953,Relatively Moderate,1.86088E-07,2.41034E-07,65.69399025,8700.349084,60.59056061,Relatively Moderate,15,0.625,0.046218114,8078593.736,38.15360256,442581789.7,12485.51304,450672868.9,0.006823337,2.89789E-05,0.08699692,Relatively Moderate,34451.85573,0.000691031,8015.953965,678.8757371,43146.68543,75.98586091,Relatively Moderate,1.71086E-05,2.51558E-07,4.28275E-06,62.79329215,46601.53393,75.6255054,Relatively Moderate,96,2.811121088,719.9806544,2013717579,2747,31865200000,158513996,34037431575,9.37532E-05,6.63987E-07,6.44969E-06,Very High,531757.7247,0.005161222,59870.17575,2872.557027,594500.4575,99.92240862,Very High,0.000264068,1.87886E-06,1.81218E-05,99.79426529,642103.396,99.91437949,Very High,12,0.373095298,719.9806544,2013717579,2747,31865200000,158513996,34037431575,0.000527365,1.66926E-05,6.13164E-05,Very Low,396214.0171,0.017108159,198454.6458,3626.305347,598294.9683,98.3306098,Very High,0.000196757,6.22794E-06,2.28769E-05,95.96524847,646201.7414,97.68586786,Very High,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.000849823,175.2770429,409166289.8,549.9412809,6379318858,45158739.72,6833643888,0.4,0.002409207,0.013579329,Relatively Moderate,117906.3024,0.000874996,10149.95232,524.160865,128580.4156,94.96747648,Relatively High,5.85516E-05,3.18528E-07,3.30672E-06,91.21448872,138876.1278,94.94125482,Relatively Moderate,86,5.325077399,719.9806544,2013717579,2747,31865200000,158513996,34037431575,7.83205E-06,2.49501E-07,1.41689E-07,Very High,83984.64433,0.003638974,42212.09902,119.5996107,126316.343,99.61951288,Very High,4.17063E-05,1.32471E-06,7.54505E-07,99.1004533,136430.766,99.5695191,Very High,Mar-23
68170,T46005956600,South Dakota,SD,46,Beadle,County,5,46005,956600,46005956600,1955,1421550160,150310879,566.6124516,1211208.235,75.98225753,Relatively Moderate,32.6446281,82.93209949,Relatively Moderate,47.52066116,1391730.066,573049.8222,0.025350289,294063.3476,524616.8962,0.000403116,1.29669E-05,0.003490212,63.57892759,54.93388194,18.29000092,Very Low,0.194214876,50.93999863,Relatively Moderate,0.280991736,2.647944927,0.870289624,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,28,1.73374613,566.6124516,1421550160,1955,22678000000,150310879,24249861039,2.43155E-07,2.51509E-06,0.001133111,Relatively Moderate,599.2815369,0.008524825,98887.97415,295289.7707,394777.0264,99.78979261,Very High,4.21569E-07,4.36052E-06,0.001964527,98.70117669,343570.3497,99.68011226,Very High,84,3.818181818,566.6124516,29637226.18,29637226.18,1.21E-05,Very Low,1369.239881,1369.239881,85.45631958,Relatively Low,9.10939E-06,69.84164306,1191.63526,84.50030919,Relatively Low,,0.000279149,566.6124516,1421539000,1962,22759200000,24180739000,0.011072985,5.67637E-05,Relatively Low,4394,3.1089E-05,360.6320948,4754.632095,30.46010757,Very Low,3.09099E-06,1.59023E-08,17.33917373,4137.906977,26.78851734,Very Low,170,4.984897289,566.6124516,1421550160,1955,22678000000,150310879,24249861039,2.09693E-07,3.84596E-08,6.4583E-06,Relatively Low,1486.243018,0.000375245,4352.846847,4838.56862,10677.65848,74.67111837,Relatively Moderate,1.04551E-06,1.91941E-07,3.21904E-05,64.5254582,9292.655385,71.24102174,Relatively Low,12,0.743034056,566.6124516,1421550160,1955,22678000000,150310879,24249861039,1.51126E-06,1.49205E-07,5.522E-05,Relatively Moderate,1596.285017,0.00021674,2514.182665,6167.303701,10277.77138,54.56936844,Relatively Moderate,1.12292E-06,1.10864E-07,4.10303E-05,72.47222679,8944.63779,49.52551967,Relatively Moderate,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,33,0.476483213,566.6124516,1421550160,1955,22678000000,24099550160,6.74135E-05,9.62455E-07,Relatively High,45661.77821,0.000896536,10399.82047,56061.59868,95.63570149,Relatively High,3.21211E-05,4.58586E-07,90.16858058,48789.82762,94.30526594,Relatively High,0,0.01,0.005523324,829812.7613,2.659161458,30846272.92,31676085.68,0.005,0.0005,Relatively High,41.49063806,1.32958E-05,154.2313646,195.7220027,48.2658653,Relatively Low,2.91869E-08,6.80092E-09,56.1605091,170.334828,47.11553358,Relatively Low,802,36.41197315,566.6124516,1421550160,1955,22678000000,24099550160,2.38561E-08,7.89771E-09,Relatively Moderate,1225.580297,0.000567199,6579.509281,7805.089578,59.69741618,Relatively Moderate,8.62144E-07,2.90127E-07,71.40666739,6792.688472,53.26425491,Relatively Moderate,52,2.166666667,30.19616546,23715300.54,35.97338354,417291249,9589813.71,450596363.3,6.58432E-05,2.89789E-05,0.010263985,Relatively Moderate,3383.231305,0.002258682,26200.70852,213264.3588,242848.2986,93.71256782,Relatively High,2.37996E-06,1.15534E-06,0.001418822,83.563896,211348.3545,91.80183608,Relatively High,104,3.045144586,566.6124516,1421550160,1955,22678000000,150310879,24249861039,3.06012E-05,7.06545E-07,2.1944E-07,Relatively High,132473.0563,0.004207419,48806.06144,100.4392142,181379.557,97.98027298,Very High,9.31892E-05,2.15213E-06,6.6821E-07,96.92338439,157852.7464,96.71906959,Very High,13,0.306316825,566.6124516,1421550160,1955,22678000000,150310879,24249861039,0.000696854,1.20936E-05,7.03221E-05,Very Low,303441.3097,0.007242241,84010.00097,3237.823802,390689.1345,94.15948555,Very High,0.000213458,3.70447E-06,2.15408E-05,95.48206581,340012.6999,88.64814727,Relatively High,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.000692707,71.78921896,242219916.8,353.7601857,4103618154,23731710.24,4369569781,0.4,0.002409207,0.013579329,Relatively Moderate,65671.04384,0.000641127,7437.069557,222.4608606,73330.57426,93.11833327,Relatively Moderate,4.61968E-05,3.27942E-07,1.48001E-06,90.46888564,63818.83788,92.13242639,Relatively Moderate,94,5.820433437,566.6124516,1421550160,1955,22678000000,150310879,24249861039,1.58043E-06,3.31772E-08,1.45084E-07,Relatively Moderate,13076.52229,0.000375889,4360.310235,126.9305495,17563.76307,93.13948846,Relatively High,9.19878E-06,1.9227E-07,8.44454E-07,90.28818376,15285.56075,90.60077058,Relatively High,Mar-23
68171,T46005956700,South Dakota,SD,46,Beadle,County,5,46005,956700,46005956700,1988,1109485543,174456445,641.1314754,1134408.8,74.27103648,Relatively Moderate,28.09917355,81.39958193,Relatively Moderate,40.90909091,1302637.665,460541.2336,0.023990172,278285.9975,563810.4341,0.000415094,1.20675E-05,0.003231812,64.5442375,56.08381297,18.34000015,Very Low,0.198347107,50.93999863,Relatively Moderate,0.280991736,2.647944927,0.870855212,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,28,1.73374613,641.1314754,1109485543,1988,23060800000,174456445,24344741988,2.43155E-07,2.51509E-06,0.001133111,Relatively Moderate,467.7247558,0.008668723,100557.1829,342724.3856,443749.2932,99.83441764,Very High,4.21569E-07,4.36052E-06,0.001964527,98.68121286,386441.3849,99.74313847,Very High,84,3.818181818,641.1314754,22515412.89,22515412.89,1.21E-05,Very Low,1040.212099,1040.212099,84.46644173,Relatively Low,5.96259E-06,69.44663242,905.8741286,83.53707844,Relatively Low,,0.000308373,641.1314754,1109478000,1997,23165200000,24274678000,0.012433776,8.63662E-05,Relatively Low,4254,5.3186E-05,616.9581368,4870.958137,30.94628555,Very Low,3.83421E-06,2.67535E-08,21.51866031,4241.899282,27.26656519,Very Low,159,4.672296489,641.1314754,1109485543,1988,23060800000,174456445,24344741988,2.09693E-07,3.84596E-08,6.4583E-06,Relatively Low,1080.72237,0.000355743,4126.614056,5250.37152,10457.70795,74.42893923,Relatively Moderate,9.74075E-07,1.78945E-07,3.00956E-05,63.19229729,9107.149472,71.00794368,Relatively Low,12,0.743034056,641.1314754,1109485543,1988,23060800000,174456445,24344741988,1.51126E-06,1.49205E-07,5.522E-05,Relatively Moderate,1245.861876,0.000220398,2556.621554,7158.00404,10960.48747,55.90107335,Relatively Moderate,1.12292E-06,1.10864E-07,4.10303E-05,72.94783569,9544.997641,50.67663987,Relatively Moderate,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,33,0.476474098,641.1314754,1109485543,1988,23060800000,24170285543,6.74135E-05,9.62455E-07,Relatively High,35637.5587,0.000911667,10575.33296,46212.89165,94.44036536,Relatively High,3.21208E-05,4.58585E-07,90.35067109,40244.73757,92.80155071,Relatively High,0,0.01,0.005771485,1494861.413,6.667722791,77345584.37,78840445.78,0.005,0.0005,Relatively High,74.74307066,3.33386E-05,386.7279219,461.4709925,55.35207118,Relatively Low,6.73673E-08,1.67699E-08,66.10570974,401.8744191,53.34326402,Relatively Low,699,31.75519253,641.1314754,1109485543,1988,23060800000,24170285543,2.38561E-08,7.89771E-09,Relatively Moderate,841.8131791,0.000504986,5857.83773,6699.650909,55.04605838,Relatively Moderate,7.58742E-07,2.54017E-07,67.31950983,5834.425914,48.87877336,Relatively Moderate,52,2.166666667,27.42082373,17493385.94,16.69317246,193640800.5,9140426.185,220274612.7,6.58432E-05,2.89789E-05,0.010263985,Relatively High,2495.611255,0.001048124,12158.23764,203270.594,217924.4429,93.02557719,Relatively High,2.24934E-06,5.27225E-07,0.001165165,81.12008831,189780.637,90.95633354,Relatively High,97,2.851904422,641.1314754,1109485543,1988,23060800000,174456445,24344741988,3.06012E-05,7.06545E-07,2.1944E-07,Relatively High,96522.88937,0.003996165,46355.51165,108.8549971,142987.256,96.84579302,Very High,8.69979E-05,2.01014E-06,6.23967E-07,96.75174287,124521.1972,95.12082005,Relatively High,7,0.32660129,641.1314754,1109485543,1988,23060800000,174456445,24344741988,0.000573368,9.9521E-06,5.92447E-05,Very Low,207765.1438,0.006461732,74956.08639,3375.628802,286096.859,88.02506437,Relatively High,0.000187263,3.25037E-06,1.93494E-05,91.93049694,249148.9408,81.26694573,Relatively High,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.001161388,132.9703531,243632855.8,509.4809126,5909978587,46057541.38,6199668984,0.4,0.002409207,0.013579329,Relatively Moderate,99949.25566,0.001353877,15704.97512,735.0626907,116389.2935,94.67613238,Relatively Moderate,9.00861E-05,6.81025E-07,4.21345E-06,93.31216629,101358.2229,93.87099843,Relatively Moderate,94,5.820433437,641.1314754,1109485543,1988,23060800000,174456445,24344741988,1.58043E-06,3.31772E-08,1.45084E-07,Relatively Moderate,10205.9096,0.000382234,4433.911379,147.3203575,14787.14134,91.6480729,Relatively High,9.19878E-06,1.9227E-07,8.44454E-07,90.01221317,12877.45911,88.7325786,Relatively High,Mar-23
68172,T46005956800,South Dakota,SD,46,Beadle,County,5,46005,956800,46005956800,1863,821283390,5514078,28.9855176,709571.8969,60.0116539,Relatively Low,11.15702479,59.07767104,Relatively Low,9.917355372,624869.7462,333943.1117,0.023401717,271459.915,19466.71943,0.000406611,1.25613E-05,0.003530367,65.75028771,65.05850735,50.75999832,Relatively Moderate,0.58677686,50.93999863,Relatively Moderate,0.280991736,2.647944927,1.135551691,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,28,1.73374613,28.9855176,821283390,1863,21610800000,5514078,22437597468,2.43155E-07,2.51509E-06,0.001133111,Relatively Low,346.2276507,0.008123657,94234.42242,10832.55476,105413.2048,98.59900885,Relatively High,4.21569E-07,4.36052E-06,0.001964527,99.54905231,119702.143,98.55634305,Relatively High,28,1.272727273,28.9855176,1007975.806,1007975.806,1.21E-05,Very Low,15.52282776,15.52282776,72.48915484,Very Low,2.81513E-06,68.96462539,17.62697332,72.33268325,Very Low,,0.000329687,28.9855176,821273000,1867,21657200000,22478473000,0.019940712,0.000124666,Relatively Low,5399.2,7.67353E-05,890.1290289,6289.329029,36.25901308,Very Low,6.5741E-06,4.11891E-08,32.21105292,7141.858214,37.67897065,Very Low,171,5.009208506,28.9855176,821283390,1863,21610800000,5514078,22437597468,2.09693E-07,3.84596E-08,6.4583E-06,Relatively Low,862.6745232,0.000358911,4163.371856,178.3857294,5204.432108,66.31476235,Relatively Low,1.0504E-06,1.92652E-07,3.2351E-05,85.94890725,5909.901682,65.9896304,Relatively Low,12,0.743034056,28.9855176,821283390,1863,21610800000,5514078,22437597468,1.51126E-06,1.49205E-07,5.522E-05,Relatively Low,922.2343375,0.00020654,2395.868187,226.2443935,3544.346918,36.74049369,Relatively Low,1.12292E-06,1.10864E-07,4.10303E-05,55.492402,4024.789136,36.61228179,Relatively Low,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,32,0.476474092,28.9855176,821283390,1863,21610800000,22432083390,6.74135E-05,9.62455E-07,Relatively High,26380.2799,0.000854344,9910.388628,36290.66853,92.51813563,Relatively High,3.21208E-05,4.58585E-07,90.59296896,41209.93002,92.97336192,Relatively High,0,0.01,0.028078218,13131155.34,21.87525842,253752997.7,266884153,0.005,0.0005,Relatively High,656.5577671,0.000109376,1268.764988,1925.322755,76.41152554,Relatively Moderate,7.99429E-07,5.87098E-08,77.96829886,2186.303511,77.55705178,Relatively Moderate,849,38.55915305,28.9855176,821283390,1863,21610800000,22432083390,2.38561E-08,7.89771E-09,Relatively Moderate,742.530793,0.000553692,6422.825249,7165.356042,57.09922018,Relatively Moderate,9.0411E-07,2.97204E-07,73.39514381,8136.63217,58.58768567,Relatively Moderate,52,2.166666667,1.135267379,8579976.78,13.51615793,156787432,362207.1954,165729615.9,6.58432E-05,2.89789E-05,0.010263985,Relatively Moderate,1224.02185,0.000848647,9844.30374,8054.99331,19123.3189,63.92418442,Relatively Low,1.49038E-06,4.55527E-07,0.001460805,74.60953097,21715.51712,64.7933216,Relatively Low,104,3.048764444,28.9855176,821283390,1863,21610800000,5514078,22437597468,3.06012E-05,7.06545E-07,2.1944E-07,Relatively High,76622.31485,0.004013069,46551.59578,3.689039647,123177.5997,95.95231657,Very High,9.32958E-05,2.15409E-06,6.69022E-07,97.47828029,139874.5316,95.93302573,Very High,0,0.01566255,28.9855176,821283390,1863,21610800000,5514078,22437597468,0.013862268,0.000237268,0.001454565,Relatively Low,178315.7841,0.006923325,80310.56691,125.6227953,258751.9738,85.5574235,Relatively High,0.000217118,3.71622E-06,2.27822E-05,95.14113401,293826.2414,85.36959521,Relatively High,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.001279418,4.545837869,78084914.51,285.3262777,3309784821,1462293.538,3389332029,0.4,0.002409207,0.013579329,Relatively Moderate,34916.48357,0.000975221,11312.55908,25.05018565,46254.09283,91.29535158,Relatively Moderate,4.25145E-05,5.23468E-07,4.54295E-06,91.65209946,52523.91333,91.36422014,Relatively Moderate,94,5.820433437,28.9855176,821283390,1863,21610800000,5514078,22437597468,1.58043E-06,3.31772E-08,1.45084E-07,Relatively Moderate,7554.802395,0.0003582,4155.119165,4.656382526,11714.57794,89.31230477,Relatively High,9.19878E-06,1.9227E-07,8.44454E-07,90.21654884,13302.50879,89.09646578,Relatively High,Mar-23
