ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
46,South Dakota,SD,46031,Corson County,46031941000,Census Tract 9410; Corson County; South Dakota,1929.685666052368,1617,145,662,29,489,31,820,135,132,38,54,21,107,26,202,40,257,24,528,83,179,34,32,15,0,40,914,161,0,14,87,18,28,15,36,15,0,10,51.0,7.1,18.6,4.7,11.0,4.2,11.1,2.7,12.5,2.4,15.9,1.9,32.7,3.1,11.1,2.1,6.5,3.0,0.0,2.8,56.5,8.6,0.0,2.1,13.1,2.7,5.7,3.0,7.4,3.1,0.0,0.6,0.9502,0.9834,0.0705,0.8091,0.7427,3.5559,0.8008,0.3693,0.9212,0.4398,0.722,0.0,2.4523,0.5436,0.9253,0.9253,0.9253,0.0,0.7676,0.888,0.7593,0.0,2.4149,0.4938,9.3484,0.7427,1,1,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4,1167,97,28,0,10,7,8,0,10,845,139,0,10,62,38,0,10,19.8,5.3,0.0,1.5,0.4,0.5,0.0,1.5,52.3,5.3,0.0,1.5,3.8,2.3,0.0,1.5
46,South Dakota,SD,46031,Corson County,46031941100,Census Tract 9411; Corson County; South Dakota,540.007518225852,2289,145,707,31,582,41,1217,137,255,48,107,28,188,39,596,87,198,24,894,83,295,41,73,21,0,40,1891,161,0,14,55,18,66,24,78,24,0,10,53.5,5.0,29.5,5.0,18.4,4.6,16.0,3.3,26.0,3.6,8.7,1.1,39.1,2.0,12.9,1.9,12.5,3.5,0.0,1.9,82.6,4.7,0.0,2.0,7.8,2.6,11.3,4.0,13.4,4.1,0.0,0.4,0.9627,0.9959,0.4855,0.9253,0.9295,4.2989,0.9378,0.0913,0.9834,0.639,0.9336,0.0,2.6473,0.6888,0.9668,0.9668,0.9668,0.0,0.5975,0.9585,0.9295,0.0,2.4855,0.5436,10.3985,0.8714,1,1,0,1,1,4,0,1,0,1,0,2,1,1,0,0,1,1,0,2,9,2237,157,29,4,5,7,6,0,10,1870,138,0,10,10,9,0,10,27.0,4.8,0.2,0.2,0.3,0.3,0.0,1.1,81.7,2.9,0.0,1.1,0.4,0.4,0.0,1.1
46,South Dakota,SD,46033,Custer County,46033965100,Census Tract 9651; Custer County; South Dakota,1524.189921666392,6077,255,3541,124,2752,197,1134,362,89,53,588,172,339,142,767,219,1831,136,825,104,1229,264,68,64,0,60,754,355,70,51,714,174,75,69,16,11,81,9,18.7,5.9,3.2,1.9,21.4,6.1,6.8,2.8,12.7,3.5,30.1,2.2,13.6,1.5,20.3,4.3,2.5,2.3,0.0,1.0,12.4,5.8,2.0,1.4,20.2,4.8,2.8,2.5,0.6,0.4,1.3,0.1,0.5353,0.6515,0.6183,0.4938,0.7552,3.0541,0.6888,0.9627,0.0415,0.9668,0.2033,0.0,2.1743,0.3485,0.4855,0.4855,0.4855,0.3237,0.8921,0.722,0.0747,0.444,2.4565,0.5228,8.1704,0.5851,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3078,408,144,9,11,307,59,16,20,131,47,0,15,280,85,11,15,14.8,5.3,0.1,0.2,5.1,1.0,0.3,0.3,2.2,0.8,0.0,0.4,4.6,1.4,0.2,0.3
46,South Dakota,SD,46033,Custer County,46033965200,Census Tract 9652; Custer County; South Dakota,32.75248053414,2438,255,1438,127,1110,126,388,117,28,34,338,113,102,60,135,69,847,128,337,81,398,101,32,32,0,40,192,355,129,65,107,62,19,21,11,13,150,9,16.7,4.7,2.3,3.0,30.5,9.6,5.2,3.1,5.8,3.0,34.7,5.2,13.8,2.9,17.1,4.1,2.9,2.9,0.0,1.7,7.9,14.5,9.0,4.4,7.4,4.3,1.7,1.9,1.0,1.2,6.2,0.7,0.4647,0.4772,0.8797,0.3195,0.3361,2.4772,0.5394,0.9959,0.0498,0.8589,0.278,0.0,2.1826,0.3568,0.2822,0.2822,0.2822,0.639,0.5809,0.6058,0.1618,0.8506,2.8381,0.6971,7.7801,0.5187,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3833,213,74,23,32,55,59,28,33,50,43,0,10,36,44,0,10,19.2,6.5,0.9,1.3,2.3,2.4,1.1,1.3,2.1,1.8,0.0,1.0,1.5,1.7,0.0,1.0
46,South Dakota,SD,46035,Davison County,46035962600,Census Tract 9626; Davison County; South Dakota,377.014206028624,2570,402,1097,185,965,165,433,149,7,10,124,49,206,88,116,84,422,94,644,158,325,80,12,10,10,49,182,558,2,11,50,33,7,14,1,3,0,10,17.0,5.2,0.5,0.7,12.8,4.6,11.6,4.6,4.5,3.1,16.4,3.0,25.1,4.1,12.7,2.6,1.2,1.0,0.4,2.0,7.1,21.7,0.2,1.0,4.6,3.0,0.7,1.4,0.1,0.3,0.0,0.4,0.4813,0.1203,0.1411,0.8216,0.1701,1.7344,0.2573,0.4025,0.5768,0.6141,0.0871,0.5809,2.2614,0.4066,0.249,0.249,0.249,0.1535,0.4274,0.4149,0.0415,0.0,1.0373,0.0705,5.2821,0.1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376,103,41,0,10,107,93,0,10,13,15,0,10,59,46,3,4,10.7,4.0,0.0,1.0,4.2,3.6,0.0,1.0,0.5,0.6,0.0,1.0,2.3,1.7,0.1,0.2
46,South Dakota,SD,46035,Davison County,46035962700,Census Tract 9627; Davison County; South Dakota,33.18911942492,5680,527,2917,219,2680,245,1144,419,12,18,612,234,441,186,220,164,1598,206,1190,292,1096,221,140,125,0,60,478,752,599,182,61,76,0,21,263,109,252,11,21.1,7.5,0.4,0.6,22.8,8.5,10.4,4.3,4.0,2.9,28.1,4.3,21.0,4.1,19.9,4.3,5.2,4.6,0.0,1.1,8.4,13.2,20.5,6.0,2.1,2.6,0.0,0.8,9.8,4.1,4.4,0.5,0.6224,0.0996,0.6805,0.7842,0.1328,2.3195,0.4938,0.9336,0.2739,0.9419,0.6224,0.0,2.7718,0.7718,0.3195,0.3195,0.3195,0.8257,0.2656,0.0,0.8506,0.7759,2.7178,0.6515,8.1286,0.5768,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,5691,530,130,46,88,104,99,0,15,108,86,0,15,136,121,84,115,19.8,4.7,0.8,1.6,1.8,1.7,0.0,0.4,1.9,1.5,0.0,0.4,2.4,2.1,1.5,2.0
46,South Dakota,SD,46035,Davison County,46035962801,Census Tract 9628.01; Davison County; South Dakota,0.827373342576,2720,443,1572,205,1251,252,1297,412,19,25,423,172,33,36,403,192,326,176,936,301,317,156,139,88,0,40,670,640,219,115,180,103,19,25,161,77,0,10,48.3,13.3,1.4,1.8,33.8,11.9,2.2,2.3,14.8,6.3,12.0,6.4,34.4,7.9,11.7,6.2,11.1,6.7,0.0,1.7,24.6,23.2,14.0,7.1,11.5,6.4,1.5,2.0,12.9,6.4,0.0,0.4,0.9378,0.3444,0.9129,0.0705,0.8174,3.083,0.6929,0.1992,0.9378,0.4772,0.9087,0.0,2.5229,0.6017,0.7593,0.7593,0.7593,0.7344,0.722,0.556,0.9253,0.0,2.9377,0.7344,9.3029,0.7261,1,0,1,0,0,2,0,1,0,1,0,2,0,0,0,0,0,1,0,1,5,4247,248,126,17,33,338,96,0,10,156,162,0,10,159,136,0,10,19.8,9.6,0.6,1.2,12.4,3.8,0.0,0.9,5.7,6.0,0.0,0.9,5.8,5.1,0.0,0.9
46,South Dakota,SD,46035,Davison County,46035962802,Census Tract 9628.02; Davison County; South Dakota,2.472862073972,3473,387,1536,155,1376,163,671,297,53,51,180,104,88,82,259,130,536,122,927,247,286,98,30,38,0,40,116,564,74,80,57,76,0,14,65,78,11,3,19.4,8.3,2.6,2.6,13.1,7.4,3.9,3.7,7.5,3.5,15.4,3.8,26.7,6.0,8.2,2.7,2.2,2.7,0.0,1.2,3.3,16.2,4.8,5.2,3.7,5.0,0.0,1.0,4.7,5.5,0.3,0.1,0.5643,0.5602,0.1494,0.195,0.4772,1.9461,0.3444,0.3444,0.6598,0.1369,0.1867,0.0,1.3278,0.029,0.0415,0.0415,0.0415,0.5021,0.3817,0.0,0.5768,0.3029,1.7635,0.2199,5.0789,0.1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843,47,41,0,10,83,84,7,14,6,16,0,10,20,23,0,10,3.4,2.9,0.0,0.7,2.4,2.5,0.2,0.4,0.2,0.5,0.0,0.7,0.6,0.7,0.0,0.7
46,South Dakota,SD,46035,Davison County,46035962900,Census Tract 9629; Davison County; South Dakota,22.129523775154,5523,461,2384,175,2176,223,842,315,62,54,494,169,559,234,569,203,1107,166,981,225,835,210,32,47,23,68,596,669,456,194,230,112,6,19,157,104,616,27,16.8,6.1,2.2,1.9,22.7,7.4,14.8,6.0,10.7,3.7,20.0,3.0,17.8,3.5,15.6,3.7,1.5,2.2,0.4,1.3,10.8,12.1,19.2,8.0,9.6,4.8,0.3,0.9,7.2,4.6,11.2,1.1,0.4772,0.4523,0.6722,0.9046,0.6929,3.1992,0.7344,0.6224,0.1286,0.7801,0.1162,0.5809,2.2282,0.3817,0.4108,0.4108,0.4108,0.8133,0.6846,0.2822,0.751,0.9378,3.4689,0.888,9.3071,0.7303,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9625,284,125,36,44,134,89,172,191,220,147,0,15,34,27,0,15,13.1,5.6,0.7,0.8,2.4,1.6,3.1,3.5,4.0,2.6,0.0,0.5,0.6,0.5,0.0,0.5
46,South Dakota,SD,46037,Day County,46037952700,Census Tract 9527; Day County; South Dakota,621.139389401988,1498,115,892,54,680,59,290,74,8,7,75,32,81,36,84,38,411,58,320,62,155,41,9,13,0,40,161,158,18,18,42,18,0,14,25,25,39,4,19.9,4.8,1.0,0.9,11.0,4.6,7.3,3.1,5.8,2.6,27.4,3.6,21.4,3.3,10.6,2.8,1.3,1.9,0.0,2.9,10.7,10.5,2.0,2.0,4.7,2.1,0.0,2.1,3.7,3.6,2.6,0.2,0.5892,0.2531,0.0705,0.5394,0.3361,1.7883,0.2739,0.917,0.3029,0.3693,0.0954,0.0,1.6846,0.0954,0.4025,0.4025,0.4025,0.3237,0.4357,0.0,0.5021,0.6058,1.8673,0.2573,5.7427,0.1826,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,561,94,32,0,10,75,29,0,10,40,32,0,10,44,33,2,3,13.8,4.5,0.0,1.7,5.0,1.9,0.0,1.7,2.7,2.0,0.0,1.7,2.9,2.1,0.1,0.2
46,South Dakota,SD,46037,Day County,46037952800,Census Tract 9528; Day County; South Dakota,21.429361389028,2064,150,1022,61,913,73,459,119,12,12,161,47,120,49,124,46,492,53,429,79,259,57,6,7,1,38,75,214,82,36,11,12,0,14,53,33,80,12,23.1,5.7,1.2,1.2,17.6,5.0,8.4,3.4,6.3,2.3,23.8,2.5,20.8,2.8,13.1,2.6,0.6,0.8,0.1,1.9,3.6,10.4,8.0,3.5,1.1,1.2,0.0,1.5,5.8,3.6,3.9,0.5,0.6763,0.2946,0.4606,0.6307,0.3817,2.4439,0.5228,0.7925,0.2656,0.6598,0.0249,0.444,2.1868,0.3651,0.0498,0.0498,0.0498,0.61,0.2075,0.0,0.6473,0.7427,2.2075,0.4108,6.888,0.3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,173,50,0,10,43,28,1,3,30,22,0,10,0,10,1,3,18.9,5.5,0.0,1.2,2.1,1.4,0.0,0.1,1.5,1.0,0.0,1.2,0.0,1.2,0.0,0.2
46,South Dakota,SD,46037,Day County,46037952900,Census Tract 9529; Day County; South Dakota,385.921039011926,1923,132,1514,59,755,60,611,108,47,28,132,46,131,43,234,65,527,72,481,54,311,61,25,15,0,40,572,179,9,14,118,38,12,14,16,15,6,3,31.8,5.2,6.2,3.6,17.5,5.9,9.5,3.3,12.2,3.4,27.4,3.6,25.0,2.1,16.2,3.3,3.3,2.0,0.0,2.2,29.7,9.1,0.6,0.9,7.8,2.5,1.6,1.8,2.1,2.0,0.3,0.2,0.8382,0.8672,0.4481,0.722,0.7386,3.6141,0.8216,0.917,0.5685,0.8299,0.3195,0.0,2.6349,0.6763,0.8133,0.8133,0.8133,0.1867,0.5975,0.5809,0.2946,0.3029,1.9626,0.2822,9.0249,0.7054,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1257,200,56,0,10,17,22,3,6,459,65,0,10,93,51,0,10,26.5,7.1,0.0,1.3,0.9,1.1,0.2,0.3,23.9,3.2,0.0,1.3,4.8,2.7,0.0,1.3
46,South Dakota,SD,46039,Deuel County,46039953600,Census Tract 9536; Deuel County; South Dakota,607.2164184629,2853,121,1466,51,1193,74,333,68,40,22,103,31,121,36,246,74,533,71,722,73,381,93,45,30,0,40,239,167,0,14,40,16,8,8,16,11,0,10,11.7,2.3,2.6,1.4,8.6,2.5,6.2,1.9,8.6,2.5,18.7,2.4,25.3,2.1,13.4,3.1,3.7,2.5,0.0,1.5,8.4,5.8,0.0,1.0,2.7,1.1,0.7,0.7,1.3,0.9,0.0,0.4,0.2075,0.5602,0.029,0.4315,0.5685,1.7967,0.278,0.5394,0.5934,0.6846,0.4108,0.0,2.2282,0.3817,0.3195,0.3195,0.3195,0.0,0.3237,0.4149,0.2075,0.0,0.9461,0.0581,5.2905,0.1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,199,54,3,6,158,2,0,10,0,10,0,10,78,46,0,10,16.7,4.3,0.1,0.2,5.5,0.2,0.0,0.9,0.0,0.9,0.0,0.9,2.7,1.6,0.0,0.9
46,South Dakota,SD,46039,Deuel County,46039953700,Census Tract 9537; Deuel County; South Dakota,15.521980325622,1445,121,670,46,602,57,320,116,4,6,87,30,90,44,60,37,408,80,334,54,201,56,21,15,0,40,44,167,70,31,13,18,2,10,22,18,57,11,23.1,8.1,0.6,0.9,14.5,4.8,9.0,4.2,4.3,2.7,28.2,5.2,23.1,3.1,14.5,4.0,3.5,2.5,0.0,2.9,3.0,11.6,10.4,4.6,1.9,2.7,0.3,1.7,3.7,3.0,3.9,0.7,0.6763,0.1452,0.2407,0.6722,0.1577,1.8921,0.3237,0.9378,0.4274,0.7552,0.361,0.0,2.4814,0.5643,0.029,0.029,0.029,0.6639,0.2573,0.2822,0.5021,0.7427,2.4482,0.5145,6.8507,0.3651,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1785,110,32,1,3,0,10,0,10,6,10,0,10,37,41,0,10,18.3,5.2,0.1,0.2,0.0,1.7,0.0,1.7,0.4,0.7,0.0,1.7,2.6,2.8,0.0,1.7
46,South Dakota,SD,46041,Dewey County,46041941500,Census Tract 9415; Dewey County; South Dakota,12.919850915948,2457,178,844,39,697,45,1190,213,180,55,126,40,220,51,637,130,194,38,983,119,230,52,101,37,0,40,2365,181,41,18,223,39,78,33,52,26,34,62,49.2,8.1,17.9,4.9,18.1,5.6,18.7,4.4,26.5,5.0,7.9,1.5,40.0,2.9,9.6,2.2,14.5,5.2,0.0,1.8,96.3,2.4,4.9,2.1,26.4,4.4,11.2,4.7,7.5,3.7,1.4,2.5,0.9419,0.9793,0.4772,0.9585,0.9419,4.2988,0.9336,0.0705,0.9959,0.2822,0.9585,0.0,2.3071,0.4481,0.9917,0.9917,0.9917,0.5062,0.9502,0.9544,0.7676,0.4564,3.6348,0.9336,11.2324,0.9253,1,1,0,1,1,4,0,1,0,1,0,2,1,1,0,1,1,0,0,2,9,3001,253,47,13,33,38,47,0,10,2263,191,30,43,21,18,0,10,36.3,6.7,0.5,1.3,1.5,1.9,0.0,1.0,92.1,4.0,1.2,1.8,0.9,0.7,0.0,1.0
46,South Dakota,SD,46041,Dewey County,46041941700,Census Tract 9417; Dewey County; South Dakota,2289.455591892094,2818,178,1090,54,978,57,1133,195,154,60,151,42,154,38,588,100,311,38,1011,119,241,47,75,27,4,38,1925,181,24,12,160,36,77,37,52,25,27,28,40.7,6.5,12.0,4.5,15.4,4.2,9.5,2.2,21.1,3.4,11.0,1.4,35.9,2.7,8.6,1.6,7.6,2.7,0.2,1.5,68.3,4.8,2.2,1.1,14.7,3.3,7.9,3.8,5.3,2.5,1.0,1.0,0.917,0.9585,0.2905,0.722,0.917,3.805,0.8631,0.166,0.9544,0.1618,0.7842,0.4855,2.5519,0.6224,0.9544,0.9544,0.9544,0.3527,0.7967,0.9253,0.6266,0.4149,3.1162,0.7967,10.4275,0.8797,1,1,0,0,1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,1,6,1959,219,47,6,8,16,17,3,6,1808,181,0,10,92,58,0,10,22.4,4.5,0.2,0.3,0.6,0.6,0.1,0.2,64.2,3.1,0.0,0.9,3.3,2.1,0.0,0.9
46,South Dakota,SD,46043,Douglas County,46043969600,Census Tract 9696; Douglas County; South Dakota,431.80056167556,2823,0,1347,16,1077,60,595,168,8,10,169,44,165,44,562,115,666,14,740,38,308,50,28,21,16,39,184,2,46,24,48,21,46,27,32,20,126,9,21.9,6.2,0.6,0.7,15.7,4.0,8.7,2.3,20.7,4.2,23.6,0.5,26.2,1.3,11.4,1.9,2.6,1.9,0.6,1.5,6.5,0.1,3.4,1.8,3.6,1.6,4.3,2.5,3.0,1.9,4.5,0.3,0.6473,0.1452,0.3112,0.639,0.9129,2.6556,0.5892,0.7801,0.639,0.4606,0.2241,0.6888,2.7926,0.7842,0.2158,0.2158,0.2158,0.4108,0.3734,0.8299,0.4191,0.7884,2.8216,0.6888,8.4856,0.6058,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2072,173,39,47,52,59,0,0,10,34,33,0,10,43,38,1,2,16.1,3.7,1.7,1.9,2.1,0.0,0.0,0.9,1.2,1.2,0.0,0.9,1.5,1.3,0.0,0.1
46,South Dakota,SD,46045,Edmunds County,46045962100,Census Tract 9621; Edmunds County; South Dakota,546.984308778676,2601,156,1060,71,919,82,440,205,39,28,144,52,146,67,123,56,461,71,646,98,320,98,18,22,20,46,100,212,0,14,110,55,2,10,6,10,66,3,17.7,8.2,3.2,2.2,15.7,5.5,8.1,3.6,4.8,2.2,17.7,3.0,24.8,3.1,12.6,3.8,2.0,2.4,0.8,2.0,3.8,8.1,0.0,1.3,10.4,5.1,0.2,1.1,0.7,1.1,2.5,0.2,0.5145,0.6515,0.3112,0.6058,0.2199,2.3029,0.4772,0.473,0.556,0.5934,0.1618,0.7427,2.5269,0.6058,0.0622,0.0622,0.0622,0.0,0.7012,0.2697,0.1037,0.5934,1.668,0.1867,6.56,0.3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,52,32,2,4,50,50,3,7,42,27,0,10,3,5,0,10,5.7,3.4,0.1,0.1,1.9,1.9,0.1,0.3,1.6,1.0,0.0,1.0,0.1,0.2,0.0,1.0
46,South Dakota,SD,46045,Edmunds County,46045962200,Census Tract 9622; Edmunds County; South Dakota,578.995656871266,1413,156,888,84,623,74,239,76,2,3,107,55,67,27,70,63,399,54,281,64,172,60,7,6,3,39,105,205,0,14,96,36,4,11,8,6,42,4,17.4,5.2,0.3,0.4,17.2,8.6,6.2,2.4,5.1,4.5,28.2,4.7,19.9,3.2,12.5,4.2,1.1,1.0,0.2,2.9,7.4,14.5,0.0,1.6,10.8,4.0,0.6,1.8,1.3,1.0,3.0,0.4,0.5062,0.0913,0.4315,0.4315,0.2573,1.7178,0.2531,0.9378,0.2033,0.5809,0.0747,0.4855,2.2822,0.4232,0.2573,0.2573,0.2573,0.0,0.7095,0.3859,0.2075,0.6598,1.9627,0.2863,6.22,0.2739,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1219,135,39,12,18,22,35,1,2,10,13,0,10,60,51,0,10,21.7,6.4,0.8,1.3,1.6,2.5,0.1,0.2,0.7,1.0,0.0,1.8,4.2,3.4,0.0,1.8
46,South Dakota,SD,46047,Fall River County,46047964100,Census Tract 9641; Fall River County; South Dakota,1694.5932609764,2895,270,1854,149,1271,159,707,244,37,30,326,95,150,78,466,172,952,162,575,158,576,149,10,10,60,82,517,390,81,47,520,120,0,14,50,48,11,3,24.5,8.2,3.4,2.7,25.6,6.8,7.1,3.5,16.2,5.9,32.9,4.5,19.9,4.7,20.0,4.7,0.8,0.8,2.2,3.0,17.9,13.4,4.4,2.5,28.0,5.6,0.0,1.1,3.9,3.7,0.4,0.1,0.7095,0.6805,0.7552,0.527,0.8465,3.5187,0.7967,0.9917,0.2033,0.9502,0.0456,0.9004,3.0912,0.8921,0.6432,0.6432,0.6432,0.4772,0.9627,0.0,0.527,0.3361,2.303,0.4523,9.5561,0.7718,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,1,0,0,0,1,4,2112,294,89,0,10,221,66,0,10,123,84,0,10,172,102,1,2,23.1,6.3,0.0,0.9,7.6,2.2,0.0,0.9,4.2,2.9,0.0,0.9,5.9,3.5,0.0,0.1
46,South Dakota,SD,46047,Fall River County,46047964200,Census Tract 9642; Fall River County; South Dakota,45.295132962208,4184,270,2240,151,1950,178,1242,282,45,49,541,166,314,147,573,178,1270,176,607,132,798,204,89,71,0,40,610,390,208,85,114,93,0,14,133,89,275,41,31.5,6.8,2.3,2.5,27.7,8.1,9.3,4.3,14.5,4.5,30.4,3.4,14.5,2.8,20.2,5.0,4.6,3.6,0.0,1.0,14.6,9.3,9.3,3.7,5.1,4.2,0.0,0.7,6.8,4.5,6.6,0.9,0.8299,0.4772,0.8091,0.7054,0.8008,3.6224,0.8299,0.9668,0.0622,0.9585,0.5519,0.0,2.5394,0.6141,0.556,0.556,0.556,0.6473,0.4606,0.0,0.7095,0.8672,2.6846,0.6432,9.4024,0.7469,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,4732,305,116,0,10,62,66,72,59,407,145,0,10,69,59,0,10,15.6,5.5,0.0,0.6,1.5,1.6,1.7,1.4,9.7,3.4,0.0,0.6,1.6,1.4,0.0,0.6
46,South Dakota,SD,46049,Faulk County,46049961100,Census Tract 9611; Faulk County; South Dakota,981.71281203661,2140,0,1046,67,765,71,619,147,36,35,105,43,112,52,88,46,567,79,544,76,285,110,16,16,11,39,93,60,57,41,89,34,10,9,54,36,207,13,29.9,7.1,3.7,3.5,13.7,5.5,7.8,3.5,4.2,2.2,26.5,3.7,25.4,3.6,13.7,5.3,2.0,2.1,0.5,1.9,4.3,2.8,5.4,3.9,8.5,3.3,1.3,1.2,7.1,4.6,9.7,0.6,0.7925,0.7178,0.1867,0.5726,0.1494,2.419,0.5187,0.8838,0.5975,0.7054,0.1618,0.6515,3.0,0.8672,0.0871,0.0871,0.0871,0.5228,0.6473,0.527,0.7469,0.9087,3.3527,0.8423,8.8588,0.6763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1517,107,43,0,10,40,49,0,10,7,6,0,10,46,33,0,10,14.0,5.2,0.0,1.2,1.9,2.3,0.0,1.2,0.3,0.3,0.0,1.2,2.1,1.6,0.0,1.2
46,South Dakota,SD,46051,Grant County,46051953100,Census Tract 9531; Grant County; South Dakota,180.60215452775,5514,207,2562,100,2281,131,818,222,79,72,420,152,311,109,490,215,1369,82,1095,102,924,138,84,55,34,70,521,290,143,112,54,33,31,44,141,102,250,12,15.2,4.1,2.8,2.5,18.4,6.6,7.9,2.7,9.0,3.9,24.8,1.5,19.9,1.5,17.1,2.6,3.7,2.4,0.6,1.3,9.4,5.2,5.6,4.4,2.1,1.3,1.4,1.9,6.2,4.4,4.5,0.1,0.4232,0.6058,0.4855,0.5851,0.5975,2.6971,0.6058,0.834,0.2033,0.8589,0.4108,0.6888,2.9958,0.8589,0.3734,0.3734,0.3734,0.527,0.2656,0.5394,0.6805,0.7884,2.8009,0.6763,8.8672,0.6805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6231,447,140,14,27,338,15,42,74,16,27,0,15,111,78,0,15,19.6,5.8,0.3,0.5,6.1,0.3,0.8,1.3,0.3,0.5,0.0,0.5,2.0,1.4,0.0,0.5
46,South Dakota,SD,46051,Grant County,46051953300,Census Tract 9533; Grant County; South Dakota,500.843644869036,2019,207,882,101,750,100,242,97,48,40,77,27,127,48,178,88,361,78,546,102,193,58,8,7,7,37,63,290,10,17,87,42,29,21,21,14,0,10,12.1,4.7,4.5,3.6,10.3,3.3,9.8,3.7,8.8,4.2,17.9,3.7,27.0,4.1,9.6,2.7,1.1,0.9,0.4,2.0,3.1,14.4,1.1,1.9,9.9,4.4,3.9,2.8,2.8,1.8,0.0,0.5,0.2199,0.7635,0.0498,0.7593,0.5809,2.3734,0.5104,0.4813,0.6846,0.2822,0.0747,0.5809,2.1037,0.3071,0.0332,0.0332,0.0332,0.2531,0.6888,0.805,0.3942,0.0,2.1411,0.3817,6.6514,0.3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,111,42,0,10,12,13,0,10,23,31,0,10,28,25,0,10,14.8,5.3,0.0,1.2,0.6,0.6,0.0,1.2,1.1,1.5,0.0,1.2,1.4,1.2,0.0,1.2
